Business Relationship,Fund,Share,ISIN,Date,AUM (€),BR Segmentation,Business Country
CIC - EST (CAISSE FEDERALE DE CREDIT MUTUEL) / No rebate,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,70970,Bank / Retail,FRANCE
CIC - NORD OUEST,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,-4327,Bank / Retail,FRANCE
CIC - NORD OUEST / without rebate,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,9156,Bank / Retail,FRANCE
CIC - OUEST / without rebate,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,9989,Bank / Retail,FRANCE
CIC - SUD EST (Lyonnaise de Banque),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1,Bank / Retail,FRANCE
CIC - SUD EST (Lyonnaise de Banque) / no rebate,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,2664,Bank / Retail,FRANCE
CIC-EST (CAISSE FEDERALE DE CREDIT MUTUEL),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,56006,Bank / Retail,FRANCE
CLIENT INCONNU,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,718650,Unknown,UNKNOWN
CM-CIC GESTION / without rebate,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,9989,AM company / Fund of Funds,FRANCE
CNP Assurances (Distribution MFEX FRANCE),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,3514934,Insurance Company / Unit Link,FRANCE
CNP LUXEMBOURG,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,57484,Insurance Company / Unit Link,LUXEMBOURG
COMMERZBANK AG - FRANKFURT,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,442634,Bank / Trading Platform,GERMANY
COMPAGNIE MONEGASQUE DE BANQUE / ALLFUNDS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,21642,Bank / Private Banking,MONACO
COPERNICO SIM S.P.A.,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,31443,Independant Financial Advisor,ITALY
CORECAPITAL / BANCO INVERSIS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,27266,AM company / Fund of Funds,SPAIN
CRCAM ALPES PROVENCE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,8399,Bank / Retail,FRANCE
CRCAM ALSACES VOSGES (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,48597,Bank / Retail,FRANCE
CRCAM AQUITAINE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,30556,Bank / Retail,FRANCE
CRCAM ATLANTIQUE VENDEE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,53079,Bank / Retail,FRANCE
CRCAM BRIE PICARDIE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,4661,Bank / Retail,FRANCE
CRCAM CENTRE EST (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,32636,Bank / Retail,FRANCE
CRCAM CENTRE FRANCE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,4661,Bank / Retail,FRANCE
CRCAM CENTRE LOIRE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,358419,Bank / Retail,FRANCE
CRCAM CHAMPAGNE BOURGOGNE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,9323,Bank / Retail,FRANCE
CRCAM CHARENTE MARITIME DEUX SEVRES (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,4745,Bank / Retail,FRANCE
CRCAM CHARENTE PERiGORD (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,3073,Bank / Retail,FRANCE
CRCAM DES SAVOIES (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,8152,Bank / Retail,FRANCE
CRCAM DU MORBIHAN (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,999,Bank / Retail,FRANCE
CRCAM ILE DE FRANCE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,26198,Bank / Retail,FRANCE
CRCAM ILE DE FRANCE (Fonds Propres),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,15831,Bank / Own Account,FRANCE
CRCAM ILLE ET VILAINE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,27599,Bank / Retail,FRANCE
CRCAM LOIRE HAUTE-LOIRE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,12759,Bank / Retail,FRANCE
CRCAM LORRAINE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1998,Bank / Retail,FRANCE
CRCAM NORD DE FRANCE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,9765,Bank / Retail,FRANCE
CRCAM NORD EST (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,147953,Bank / Retail,FRANCE
CRCAM NORD MIDI PYRENEES (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,9989,Bank / Retail,FRANCE
CRCAM NORMANDIE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,58847,Bank / Retail,FRANCE
CRCAM NORMANDIE SEINE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,5660,Bank / Retail,FRANCE
CRCAM PROVENCE COTE D'AZUR (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,9853,Bank / Retail,FRANCE
CRCAM PYRENEES GASCOGNE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,4994,Bank / Retail,FRANCE
CRCAM SUD MEDITERRANEE (Distribution) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,4757,Bank / Retail,FRANCE
CRCAM TOULOUSE 31 (Distr) / FUND Channel,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,89566,Bank / Retail,FRANCE
CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,88783609,Insurance Company / Unit Link,FRANCE
CREDIT AGRICOLE ITALIA / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,271606,Bank / Retail,ITALY
CREDIT AGRICOLE LUXEMBOURG / ALLFUNDS INTERN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,116102,Bank / Private Banking,SPAIN
"CREDIT ANDORRA, SA  / ALLFUNDS INTERN",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,6992,Bank / Private Banking,ANDORRA
CREDIT MUTUEL ARKEA (DISTRIBUTION),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,12652,Bank / Retail,FRANCE
CREDIT MUTUEL MAINE ANJOU ET BASSE NORMANDIE (DISTRIBUTION),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,10988,Bank / Retail,FRANCE
DEUTSCHE AWM INVEST. FRANKFURT / DWS INVESTMENT GMBH,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,7281,AM company / Fund of Funds,GERMANY
DEUTSCHE AWM INVEST. LUXEMBOURG / DWS INVESTMENT GMBH,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,55651,AM company / Fund of Funds,LUXEMBOURG
DEUTSCHE BANK PRIVAT UND GESCHÄFTSKUNDEN AG,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,93508,Bank / Private Banking,GERMANY
DEUTSCHE BANK SA (BELGIUM),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,90960,Bank / Private Banking,BELGIUM
DEUTSCHE BANK SPAIN / ALLFUNDS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1650699,Bank / Retail,SPAIN
DEUTSCHE WERTPAPIERSERVICE BANK AG (DWP BANK),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,2495710,Bank / Trading Platform,GERMANY
DIAPHANUM VALORES SV S.A / ALLFUNDS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,2875,AM company / Independant,SPAIN
DZ BANK AG,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,178134,Bank / Retail,GERMANY
EASYBOURSE,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,75160,Bank / Online Broker,FRANCE
"EDMOND DE ROTHSCHILD EUROPE, SUCCURSALE ITALIANA/ RETAIL - CLIENTS PRIVES / Advisory",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,12948099,Bank / EdR Private Banking,ITALY
EDR EUROPE - BP / Advisory,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1573960,Bank / EdR Private Banking,LUXEMBOURG
EDR EUROPE - CUSTODIAN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,-637285,Bank / EdR Private Banking,LUXEMBOURG
"EDR EUROPE, SUCCURSALE EN BELGIQUE / Advisory",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,6170234,Bank / EdR Private Banking,BELGIUM
"EDR EUROPE, SUCCURSALE EN BELGIQUE / Managed",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,183461,Bank / EdR Private Banking,BELGIUM
"EDR EUROPE, SUCCURSALE EN BELGIQUE / Not Managed",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,439096,Bank / EdR Private Banking,BELGIUM
"EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,11772083,Bank / EdR Private Banking,PORTUGAL
"EDR EUROPE, SUCURSAL EM PORTUGAL / Not Managed",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,918527,Bank / EdR Private Banking,PORTUGAL
"EDR EUROPE, SUCURSAL EN ESPAÑA / Advisory",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,971183,Bank / EdR Private Banking,SPAIN
"EDR EUROPE, SUCURSAL EN ESPAÑA / ALLFUNDS INTERN.",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,17512655,Bank / EdR Private Banking,SPAIN
"EDR EUROPE, SUCURSAL EN ESPAÑA / Not Managed",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,87228,Bank / EdR Private Banking,SPAIN
EDR FRANCE / DCP,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,38630,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP LYON /  NOT MANAGED",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,117621,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP LYON / ADISORY",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,148910,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PARIS / ADVISORY",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,5204318,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PARIS / NOT MANAGED",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1922225,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PROVINCE / ADVISORY",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,4536307,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PROVINCE / NOT MANAGED",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,308947,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, EDRAC / AXA FRANCE VIE (Technical)",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1177416,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, EDRAC / CRCA / GENERALI (Technical)",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,6090058,Bank / EdR Private Banking,FRANCE
"EDR France, PBIA PARIS / Assurances Vie / Managed",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,18248276,Bank / EdR Private Banking,FRANCE
EDR MONACO,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1398432,Bank / EdR Private Banking,MONACO
EDR MONACO / Advisory,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1231952,Bank / EdR Private Banking,MONACO
EDR MONACO / Not Managed,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,424747,Bank / EdR Private Banking,MONACO
EDR SUISSE - CUSTODIAN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,158156,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Advisory,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,2195803,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Not Managed,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,180464,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - ZURICH / Advisory,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,108441,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE FRIBOURG / Advisory",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,519085,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Advisory",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1566522,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Advisory",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,4496892,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Not Managed",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,214925,Bank / EdR Private Banking,SWITZERLAND
EDRAC / CARDIF LUX VIE (Technical),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1255995,Insurance Company / Unit Link,FRANCE
EDRAM FUNDS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,3679333,AM company / EdR Fund of Funds,WORLD
EDRAM FUNDS LUX / PRIVEE SELECT,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,648273,AM company / EdR Fund of Funds,LUXEMBOURG
EFG BANK (SUISSE) - CUSTODIAN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,-33248,Bank / Private Banking,SWITZERLAND
EFG BANK SA,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,927960,Bank / Private Banking,SWITZERLAND
ERSEL SIM S.P.A.,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,7562952,Bank / Private Banking,ITALY
ERSTE BANK AG / ALLFUNDS INTERN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,666,Bank / Retail,AUSTRIA
FIL Fondsbank GmbH,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1089605,Bank / Trading Platform,GERMANY
FINANCIERE D'UZES,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,125304,Independant Financial Advisor,FRANCE
FLATEX BANK AG,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,82339,Bank / Trading Platform,GERMANY
FLORNOY-FERRI / via Bourse Direct,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,344947,AM company / Independant,FRANCE
FONDSDEPOT BANK GMBH,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,313510,Bank / Trading Platform,GERMANY
FORTUNEO / ARKEA DIRECT BANK / No Rebate,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,236024,Bank / Online Broker,FRANCE
GENERALI LUXEMBOURG / ALLFUNDS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1717408,Insurance Company / Unit Link,LUXEMBOURG
GENERALI VIE (CGPI),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,46082,Insurance Company / Unit Link,FRANCE
GENERALI VIE (CGPI) / IZNES,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,6517359,Insurance Company / Unit Link,FRANCE
GENERALI VIE (CGPI) / NORTIA,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,1644822,Insurance Company / Unit Link,FRANCE
GENERALI VIE (DISTRIBUTION),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,69123,Insurance Company / Unit Link,FRANCE
GENERALI VIE (DISTRIBUTION) / MANDAT BOURSO,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,100462432,Insurance Company / Unit Link,FRANCE
GENERALI VIE (DISTRIBUTION) / PRIMONIAL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,499969,Insurance Company / Unit Link,FRANCE
GENERALI VIE / PARTENARIAT INTERNET,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,66974954,Insurance Company / Unit Link,FRANCE
GESALCALA / BANCO INVERSIS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,429116,AM company / Fund of Funds,SPAIN
GONET & CIE SA,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,11084,Bank / Private Banking,SWITZERLAND
GRESHAM BANQUE,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,260280,Bank / Private Banking,FRANCE
"GVC GAESCO BEKA, S.V., S.A. / ALLFUNDS",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,549469,AM company / Fund of Funds,SPAIN
HAUCK AUFHÄUSER LAMPE PRIVATBANK AG,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,61598,Bank / Private Banking,GERMANY
"HSBC Continental Europe S.A., Germany",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,87834,Bank / Retail,GERMANY
HYPOSWISS PRIVATE BANK,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,11654,Bank / Private Banking,SWITZERLAND
ING DIBA AG / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,79244,Bank / Online Broker,GERMANY
INTERACTIVE BROKERS LLC / ALLFUNDS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,3028,Bank / Online Broker,UNITED STATES
"INTERMONEY VALORES, S.V., S.A. / ALLFUNDS",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,808603,Bank / Trading Platform,SPAIN
INTESA SAN PAOLO ASSICURAZIONI / ALLFUNDS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,177606,Insurance Company / Own Account,ITALY
INTESA SAN PAOLO BANK LUXEMBOURG,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,24862,AM company / Fund of Funds,ITALY
JULIUS BÄER SPAIN / ALLFUNDS INTERN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,3260957,Bank / Private Banking,SPAIN
KBC SECURITIES NV,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,240397,Bank / Trading Platform,BELGIUM
KEYTRADE BANK,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,16648,Bank / Retail,BELGIUM
LA BANQUE POSTALE ASSET MANAGEMENT / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,3390,AM company / Fund of Funds,FRANCE
LA FRANCAISE ASSET MANAGEMENT,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,59933,AM company / Fund of Funds,FRANCE
LA MONDIALE EUROPARTNER (ex LA HENIN VIE ET LA MONDIALE LUX),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,4617191,Insurance Company / Unit Link,LUXEMBOURG
LA MONDIALE PARTENAIRE SA,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,166402,Insurance Company / Unit Link,FRANCE
LA MONDIALE PARTENAIRE SA / Déposé EDRF,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,2306877,Insurance Company / Unit Link,FRANCE
LANDESBANK BADEN-WURTTEMBERG,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,11987,Bank / Retail,GERMANY
LATIN SECURITIES S.A. AGENTE DE VALORES,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,41963,Bank / Private Banking,URUGUAY
LCL BANQUE PRIVEE / FUND CHANNEL,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,216597,Bank / Retail,FRANCE
LELEUX ASSOCIATED BROKERS,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,213964,Bank / Private Banking,BELGIUM
LES ASSURANCES MUTUELLES LE CONSERVATEUR,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,44562629,Insurance Company / Unit Link,FRANCE
MALAKOFF HUMANIS ASSURANCES (ex ETIKA),EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,24983,Insurance Company / Unit Link,FRANCE
"MAPFRE INVERSION SOCIEDAD DE VALORES, S.A. / BANCO INVERSIS",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,2912394,Insurance Company / Own Account,SPAIN
MEDIOBANCA PREMIER (ex. CHEBANCA! S.P.A.) / AFB ITALY,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,566357,Bank / Retail,ITALY
MFEX MUTUAL FUND EXCHANGE AB (SUEDE) / CUSTODIAN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,-80999,Bank / Trading Platform,SWEDEN
MIRABAUD & CIE SA,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,74916,Bank / Private Banking,SWITZERLAND
MiraltaBank / ALLFUNDS INTERN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,2114,AM company / Fund of Funds,FRANCE
MMA VIE,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,9753756,Insurance Company / Unit Link,FRANCE
MONTE PASCHI BANQUE,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,10857,Bank / Retail,FRANCE
MONTIS ASSET MANAGEMENT SA,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,3243030,Independant Financial Advisor,SWITZERLAND
"MORA WEALTH MANAGEMENT ESPAÑA A.V., S.A. / ALLFUNDS INTERN",EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,149871,Independant Financial Advisor,SPAIN
MORABANC ANDORRA / ALLFUNDS INTERN,EdR Fund Big Data,EdR Fund Big Data A - EUR,LU1244893696,2025-12-31 05:00:00,70936,Bank / Private Banking,ANDORRA
